Codigo;Nombre;Referencia;Categoria;Descripcion;Partida arancelaria;Marca;Modelo;Nombre impuesto;Porcentaje impuesto;Tipo impuesto;Cuenta de ingresos;Cuenta de inventario;Cuenta de costo de venta;Unidad de medida;Codigo del producto o servicio;Venta en negativo;Precio: General;Costo unitario;Cantidad inicial en bodega: Principal;Cantidad minima en bodega: Principal;Cantidad maxima en bodega: Principal;Codigo de barras;FAMILIA;GARANTIA;GAMA;FECHA DE INGRESO (dd/mm/yyyy);PROVEEDOR;NUEVO;Mostrar item en tienda;Archivo_Origen;cantidad_actual
418;CARGADOR TIPO C SG93C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8500,000000;5.0;0.0;0.0;2152;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
419;CARGADO CARRO JUQU 311;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;18000,000000;2.0;0.0;0.0;2153;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
420;MOUSE ALAMBRICO DN N601;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;9600,000000;1.0;0.0;0.0;6290132557686;MOUSES;30 DIAS;MEDIA;07/11/2022;IMPORTEC;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
421;MOUSE DN-N603;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;18000,000000;9000,000000;5.0;0.0;0.0;6290132557730;MOUSES;30 DIAS;MEDIA;07/11/2022;IMPORTEC;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
422;CABLE PULPO X4;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;5000,000000;2500,000000;5.0;0.0;0.0;80193;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
423;CARGADOR CARRO V8 3.1A;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;1.0;0.0;0.0;2154;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
424;CARGADOR SG-100C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;15000,000000;6.0;0.0;0.0;7707478103365;ENERGIA;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
425;CARGADOR 1100 CANGURO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;5000,000000;2500,000000;3.0;0.0;0.0;3000;ENERGIA;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
426;CABLE IPHONE SG-362C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;4.0;0.0;0.0;7707478102306;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
427;CABLE USB V8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;7500,000000;1.0;0.0;0.0;6965468454557;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
428;CABLE IPHONE SG409;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8500,000000;5.0;0.0;0.0;7707478101040;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
429;CABLE V8/LIGHTTING 2 RN 1;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;7000,000000;2.0;0.0;0.0;3101;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
430;CABLE TIPO C SG-312;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;5000,000000;5.0;0.0;0.0;7707478103150;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
431;CARGADOR SAMSUNG;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;15000,000000;1.0;0.0;0.0;6000816952825;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
432;CABLE TIPO C SG353;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;2.0;0.0;0.0;7707478101125;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
433;CABLE CELULAR 3 EN 1 SG-388;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;12000,000000;4.0;0.0;0.0;3102;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
434;ADAPTADOR PARA PORTÁTIL TIPO C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;38900,000000;2.0;0.0;0.0;JYRTY15;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
435;CABLE V8 SG413;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;1.0;0.0;0.0;7707478101170;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
436;CABLE V8 USB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;8000,000000;2.0;0.0;0.0;6554122442131;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
437;CABLE V8 SG369;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8500,000000;4.0;0.0;0.0;7707478102061;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
438;CARGADOR V8 AF-V8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;4000,000000;2000,000000;9.0;0.0;0.0;3003;ENERGIA;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
439;CABLE V8 SG404;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;2.0;0.0;0.0;7707478107981;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
440;CABLE TIPO SG355;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;1.0;0.0;0.0;7707478109732;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
441;CABLE USB SG-354 V8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6500,000000;12.0;0.0;0.0;7707478101026;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
442;CABLE V8/IPH 2 EN 1;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;6000,000000;3.0;0.0;0.0;3104;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
443;CABLE TIPO C SG-406;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;1.0;0.0;0.0;7707478108278;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
444;CABLE USB V8 SG-352 1MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6000,000000;3.0;0.0;0.0;7707478106922;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
445;CABLE USB TIPO C LIGHTNING SG395;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;15000,000000;9.0;0.0;0.0;2156;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
446;CABLE TIPO C A TIPO C SG396;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;9000,000000;15.0;0.0;0.0;2157;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
447;CABLE CARGA RAPIDA USB SG-360;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6500,000000;4.0;0.0;0.0;7707478106984;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
448;CABLE V8 USB SG-407;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8000,000000;2.0;0.0;0.0;7707478109343;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
449;CABLE V8 SG-400;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;13000,000000;7500,000000;1.0;0.0;0.0;7707478103723;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
450;CABLE DE DATOS V8 CON CONEXIÓN EN L MV442;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;7000,000000;6.0;0.0;0.0;658325353785;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;DIANA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
451;MOUSE SG-701;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8000,000000;1.0;0.0;0.0;2526;MOUSES;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
452;CABLE TIPO C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;5000,000000;1.0;0.0;0.0;2158;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
453;CABLE 2 EN 1 MCI-01SPW;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;9000,000000;4.0;0.0;0.0;735201870465;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
454;CABLE DE DATOS TIPO C CON CONEXIÓN EN L MV442;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8500,000000;6.0;0.0;0.0;658325353792;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;DIANA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
455;CABLE IPHONE IPHONE TELA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;5000,000000;3000,000000;6.0;0.0;0.0;2159;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;ROSBEIRO;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
456;CABLE V8 USB 1.5MTS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;6000,000000;1.0;0.0;0.0;C57'30102;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
457;CABLE V8 SG-378;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;14000,000000;7000,000000;3.0;0.0;0.0;3105;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
458;PARLANTE LEON NEGRO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;30000,000000;1.0;0.0;0.0;2160;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;DIANA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
459;MOUSE BLANCO HP;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;20000,000000;1.0;0.0;0.0;2527;MOUSES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
460;MOUSE TIPO GAMER BOLSA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;13000,000000;4.0;0.0;0.0;2528;MOUSES;30 DIAS;BAJA;07/11/2022;MIGUEL SISUBIT;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
461;DIADEMA BLUETOOTH P47;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;17000,000000;1.0;0.0;0.0;8690504005100;SONIDO;30 DIAS;BAJA;07/11/2022;DIANA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
462;PARLANTE TG523;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;80000,000000;55000,000000;2.0;0.0;0.0;2165;SONIDO;30 DIAS;MEDIA;07/11/2022;DIANA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
463;MOUSE INALAMBRICO ROJO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;20000,000000;1.0;0.0;0.0;C7510726;MOUSES;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
464;VIDEO BALUN PASIVO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;20000,000000;10.0;0.0;0.0;18180250;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
465;CAJA DE DISCO SATA 3.0;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;37900,000000;1.0;0.0;0.0;10944;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
466;CAJA DE DISCO SATA 3.0;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;33000,000000;1.0;0.0;0.0;6936103601039;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
467;CAJA DE DISCO PARA SOLIDO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;35000,000000;1.0;0.0;0.0;2529;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
468;MINITECLADO MULTIMEDIA JYR;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;55000,000000;39000,000000;1.0;0.0;0.0;5738018060079;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
469;PARLANTE ONEDER V6;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;90000,000000;59000,000000;1.0;0.0;0.0;6971471888869;SONIDO;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
470;CARGADOR BELKIN DOBLE PUERTO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8000,000000;1.0;0.0;0.0;2021;SIN FAMILIA;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
471;CARGADOR TIPO C EN CAJA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8000,000000;2.0;0.0;0.0;0980;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
472;CARGADOR ORIGINAL SAMSUNG TIPO C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;35000,000000;1.0;0.0;0.0;3016;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
473;CABEZA SAMSUNG TRIPLE A;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;15000,000000;1.0;0.0;0.0;2567;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
474;PARLANTE MARTECH XERTMT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;55000,000000;2.0;0.0;0.0;2166;SONIDO;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
475;MOUSE TIPO GAMER U-M-905;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;18500,000000;2.0;0.0;0.0;11531;MOUSES;30 DIAS;MEDIA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
476;ADAPTADOR DE ENERGIA PSP;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;12000,000000;3.0;0.0;0.0;8210072154064;ENERGIA;30 DIAS;MEDIA;07/11/2022;VIDEO FLECHAS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
477;SWITCH HDMI 4K X3 B627;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;25000,000000;2.0;0.0;0.0;1113800;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
478;KIT DE LIMPIEZA ECONÓMICO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;6000,000000;1.0;0.0;0.0;FHHB021;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
479;CARGADOR IPHONE ECONÓMICO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;5000,000000;8.0;0.0;0.0;2002;ENERGIA;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
480;SPLITTER HDMI X2 4K LH044;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;30000,000000;2.0;0.0;0.0;1124200;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
481;MONOPOD CABLE;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;18000,000000;2.0;0.0;0.0;00073;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
482;CABLE TIPO C 5A;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;3900,000000;1.0;0.0;0.0;30346;CABLES ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
483;CONVERTIDOR VGA A SV/RCA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;29000,000000;1.0;0.0;0.0;10560;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
484;CARGADOR TOUCH CON LUZ LED;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;20000,000000;3.0;0.0;0.0;6998472522059;ENERGIA;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
485;SPLITTER HDMI 4K X8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;195000,000000;120000,000000;1.0;0.0;0.0;2530;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;ALBERTO ABS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
486;CARGADOR UNIVERSAL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;5000,000000;3000,000000;6.0;0.0;0.0;1493;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
487;CARGADOR 9V;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;18000,000000;10000,000000;2.0;0.0;0.0;202034;ENERGIA;30 DIAS;MEDIA;08/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
488;PARLANTE BLUETOOTH BELIA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;30000,000000;4.0;0.0;0.0;2028;SONIDO;30 DIAS;MEDIA;07/11/2022;ROSBEIRO;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
489;SECADOR NOVA NV-1395;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;10000,000000;1.0;0.0;0.0;6901234513950;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;ROSBEIRO;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
490;MULTIPUERTO TIPO C PREMIUM;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;22000,000000;23000,000000;2.0;0.0;0.0;11047;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
491;ADAPTADOR BLUETOOTH EMISOR-RECEPTOR;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;29900,000000;1.0;0.0;0.0;11110;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
492;FELPA PARA CD-DVD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;100,000000;70,000000;200.0;0.0;0.0;2531;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
493;MICROFONO KARAOKE SUYOSD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;65000,000000;47600,000000;6.0;0.0;0.0;2167;SONIDO;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
494;DVD DOBLE CAPA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;2000,000000;1200,000000;80.0;0.0;0.0;9789688878651;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
495;DVD-R SANKEY;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;1000,000000;700,000000;50.0;0.0;0.0;8809540154158;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
496;DVD-RW;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;1500,000000;900,000000;20.0;0.0;0.0;2532;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
497;PARLANTE CARGA SOLAR TG-182;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;65000,000000;45000,000000;2.0;0.0;0.0;2168;SONIDO;30 DIAS;MEDIA;07/11/2022;DIANA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
498;CD-R;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;1000,000000;700,000000;50.0;0.0;0.0;2533;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
499;BOMBILLO BLUETOOTH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;10000,000000;1.0;0.0;0.0;3001;ENERGIA;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
500;TRIPODE DISKON DK-3111;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;59000,000000;40000,000000;2.0;0.0;0.0;6948229812483;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
501;CÁMARA BOMBILLO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;120000,000000;80000,000000;1.0;0.0;0.0;1529;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
502;CONVERTIDOR VGA A SV/RCA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;29000,000000;1.0;0.0;0.0;2534;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
503;FUENTE DE PODER;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;60000,000000;34900,000000;3.0;0.0;0.0;10377;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
504;MICROFUENTE DE PODER;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;70000,000000;45000,000000;1.0;0.0;0.0;7708770446990;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
505;FUENTE DE PODER REAL 550W UNITEC;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;200000,000000;158100,000000;1.0;0.0;0.0;11015;ACCESORIOS Y PERIFERICOS;30 DIAS;ALTA;07/11/2022;UNITEC;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
